ShipmentID,OrderDate,ProductName,ProductClass,ManufacturingSite,DistributorName,Country,QuantityShipped,ShipmentMode,ScheduledDeliveryDate,ActualDeliveryDate,FreightCostUSD,WeightKg,ShipmentStatus
SHP000417,2020-10-29,Factolamide,Antiseptics,WARSAW PLANT,Kozey-Emmerich,Germany,106,Air Charter,2020-11-05,2020-11-03,3782.87,745.0,DELIVERED
SHP000418,2017-09-10,Acelimus,Analgesics,Warsaw Plant,Carter-Conn,Poland,60,Air Charter,2017-09-17,2017-09-15,3453.78,540.4,Delivered
SHP000419,2020-07-10,Feruprazole,Mood Stabilizers, poznan site  , Schaefer LLC  ,Germany,234,Ocean,2020-07-17,2020-07-17,955.15,399.0,PENDING
SHP000420,2018-05-30,Interfeferon Aspipex,Antiseptics,FRANKFURT PLANT, Lindgren-Simonis Pharm  ,Poland,25,Air,2018-06-06,2018-06-04,3262.02,649.6,DELIVERED
SHP000421,2018-01-01,Penitrana,Analgesics,FRANKFURT PLANT, Nader-Gaylord  ,Germany,34,Air Charter,2018-01-08,2018-01-07,867.31,426.6,Delivered
SHP000422,2018-09-02,Sodinel Olofribrate,Antimalarial, WARSAW PLANT  ,Kris LLC,Poland,101,Truck,2018-09-09,2018-09-07,2421.72,505.1,delivered
SHP000423,2019-03-02,Atrabicin Alkerotec,Antiseptics, KRAKOW FACILITY  , Crist Inc  ,Germany,309,Air,2019-03-09,2019-03-14,2728.72,201.2,shipped
SHP000424,2019-12-24,Topifribrate,Analgesics,Munich Plant,Rogahn-Klein,Poland,143,Truck,2019-12-31,2019-12-31,2449.5,557.5,DELIVERED
SHP000425,2020-02-07,Duraprazole Agalsixolol,Antiseptics, Frankfurt Plant  ,Gottlieb-Cruickshank,Poland,56,Ocean,2020-02-14,2020-02-14,3829.86,846.9,SHIPPED
SHP000426,2018-10-08, Exexone  ,Mood Stabilizers, MUNICH PLANT  ,Stehr-Champlin,Poland,414,Air Charter,2018-10-15,2018-10-13,352.9,571.5,Delivered
SHP000427,2017-11-20,Kinenadryl,Antipiretics,poznan site, Prohaska-Kuhic  ,Poland,415,Truck,2017-11-27,2017-11-27,2576.26,487.3,DELIVERED
SHP000428,2018-07-10,Aquamycin Lacoran,Analgesics,warsaw plant, Prohaska-Kuhic  ,Poland,8,Air Charter,2018-07-17,2018-07-16,3310.54,650.6,IN TRANSIT
SHP000429,2018-11-14,Relenstrel Exurabine,Antibiotics, Warsaw Plant  , Beier  ,Poland,37,Truck,2018-11-21,2018-11-22,579.88,573.4,DELIVERED
SHP000430,2018-10-26,Ceftatana Serolamide,Antipiretics,munich plant,Smith Inc,Poland,47,Air Charter,2018-11-02,2018-11-02,4033.36,423.4,Delivered
SHP000431,2019-01-21, Epzipitant  ,Analgesics, Poznan Site  ,Lockman,Germany,131,Air Charter,2019-01-28,2019-01-27,1401.62,579.9,delivered
SHP000432,2017-11-15,Symbiroban,Antibiotics,Poznan Site,Rohan and Sons,Germany,149,Truck,2017-11-22,2017-11-22,3762.98,750.2,Delivered
SHP000433,2020-11-08,Paronium Atracustone,Analgesics,MUNICH PLANT,Cassin,Poland,185,Air,2020-11-15,2020-11-15,2595.46,183.2,delivered
SHP000434,2018-07-04,Victomine,Antimalarial,Krakow Facility, Carter-Conn  ,Poland,135,Air,2018-07-11,2018-07-11,1991.01,294.3,delivered
SHP000435,2019-04-16,Methiclotide,Antibiotics,munich plant,Cassin,Poland,209,Air,2019-04-23,2019-04-22,3568.65,564.1,delivered
SHP000436,2019-10-20,Pulmodiol Adalaxime,Analgesics,Munich Plant,Lindgren-Simonis Pharm,Poland,473,Air,2019-10-27,2019-10-26,944.23,172.9,IN TRANSIT
SHP000437,2019-04-21, Abtasol  ,Antiseptics,MUNICH PLANT, Erdman  ,Germany,85,Air Charter,2019-04-28,2019-04-27,4659.35,867.0,delivered
SHP000438,2019-05-25, Zynosine  ,Antimalarial, warsaw plant  ,Kozey-Emmerich,Germany,1006,Air Charter,2019-06-01,2019-06-01,1367.7,116.2,Shipped
SHP000439,2019-05-02,Diazemid Felcept,Analgesics,Warsaw Plant,Graham and Sons,Poland,234,Ocean,2019-05-09,2019-05-08,52.43,399.2,Delivered
SHP000440,2020-02-20,Aggrakine,Antiseptics,poznan site,Rohan,Poland,10,Truck,2020-02-27,2020-02-26,4679.72,89.5,DELIVERED
SHP000441,2018-04-18,Belavarix Benzabicin,Antibiotics, Frankfurt Plant  ,Gleason,Germany,147,Truck,2018-04-25,2018-04-23,3856.02,31.7,delivered
SHP000442,2020-10-01,Cephovelam,Mood Stabilizers,Munich Plant,Welch-Langworth,Germany,533,Air Charter,2020-10-08,2020-10-08,3232.37,850.2,Delivered
SHP000443,2017-01-05, Exotropin Empizine  ,Mood Stabilizers,Poznan Site, Welch-Langworth  ,Germany,564,Truck,2017-01-12,2017-01-11,2294.1,587.6,DELIVERED
SHP000444,2019-11-08,Relenvice,Antimalarial, Munich Plant  ,Koss,Germany,75,Ocean,2019-11-15,2019-11-15,591.42,588.2,delivered
SHP000445,2017-11-16,Argalazine Abostryl,Antipiretics,Poznan Site,Lesch,Germany,1550,Ocean,2017-11-23,2017-11-22,4203.86,62.8,IN TRANSIT
SHP000446,2019-01-14,Robapril,Antipiretics,WARSAW PLANT,Beier,Poland,191,Air Charter,2019-01-21,2019-01-21,4177.36,405.0,shipped
SHP000447,2019-11-23,Clindaracil,Analgesics, Poznan Site  ,Rogahn-Klein,Poland,1629,Truck,2019-11-30,2019-11-29,3788.41,780.5,DELIVERED
SHP000448,2018-04-06,Clinolan Pitoletra,Mood Stabilizers,Munich Plant, Koss  ,Germany,186,Ocean,2018-04-13,2018-04-13,3572.68,416.3,delivered
SHP000449,2020-02-16,Apronazol,Antibiotics,KRAKOW FACILITY, Hansen Group Pharm  ,Germany,27,Ocean,2020-02-23,2020-02-25,704.22,804.7,DELIVERED
SHP000450,2018-05-07, Cyclovital  ,Antimalarial,Munich Plant,Welch-Langworth,Germany,16,Air,2018-05-14,2018-05-12,620.64,321.4,DELIVERED
SHP000451,2017-09-13,Adtiza Gammaluble,Antibiotics,warsaw plant,Welch-Langworth,Germany,533,Truck,2017-09-20,2017-09-20,2278.79,833.3,DELIVERED
SHP000452,2018-05-22,Victomax,Analgesics,Frankfurt Plant, Gottlieb-Cruickshank  ,Poland,548,Truck,2018-05-29,2018-06-04,3504.83,683.6,Delivered
SHP000453,2017-01-31,Apromin,Antiseptics, POZNAN SITE  , Nader-Gaylord  ,Germany,446,Air Charter,2017-02-07,2017-02-06,1776.2,847.9,Delivered
SHP000454,2017-06-14,Alimmethate Insudase,Analgesics,Krakow Facility,Rohan and Sons,Germany,365,Ocean,2017-06-21,2017-06-20,4121.92,693.4,DELIVERED
SHP000455,2020-05-03,Megenorphine,Antimalarial,frankfurt plant,Smith Inc,Poland,82,Ocean,2020-05-10,2020-05-09,2405.18,838.1,delivered
SHP000456,2017-12-03,Nevanide Actozide,Antibiotics, Krakow Facility  ,Lesch,Germany,71,Air,2017-12-10,2017-12-09,2136.86,273.5,delivered
SHP000457,2020-11-07,Zyvance,Analgesics,Frankfurt Plant,Crist Inc,Germany,43,Ocean,2020-11-14,2020-11-13,833.88,573.2,Delivered
SHP000458,2019-03-25,Kinenadryl,Antipiretics,Poznan Site,Daugherty-Rempel,Germany,211,Ocean,2019-04-01,2019-03-30,1883.14,215.5,Delivered
SHP000459,2018-06-26,Aciprex,Antipiretics,Poznan Site,Nader-Gaylord,Germany,219,Air Charter,2018-07-03,2018-07-01,2347.21,579.4,SHIPPED
SHP000460,2020-11-28,Effidomide Evofribrate,Antiseptics,warsaw plant, Rohan and Sons  ,Germany,33,Ocean,2020-12-05,2020-12-03,4974.69,403.0,DELIVERED
SHP000461,2018-03-15, Ciclonazol  ,Antiseptics,Krakow Facility,Daugherty-Rempel,Germany,127,Ocean,2018-03-22,2018-03-21,4271.34,638.0,In Transit
SHP000462,2018-02-01, Cephozumab Synmethate  ,Antibiotics,Poznan Site,Lesch,Germany,420,Ocean,2018-02-08,2018-02-07,4903.92,778.6,DELIVERED
SHP000463,2019-05-28, Clindaracil  ,Analgesics, POZNAN SITE  ,Gottlieb-Cruickshank,Poland,60,Air,2019-06-04,2019-06-03,2614.61,23.2,delivered
SHP000464,2017-08-21,Microroban Afatigomar,Antimalarial,munich plant,Graham and Sons,Poland,7,Truck,2017-08-28,2017-08-28,3259.59,810.0,Delivered
SHP000465,2019-11-16,Diaxolol,Antiseptics, Krakow Facility  ,Koss,Germany,234,Air,2019-11-23,2019-11-30,4164.97,417.3,delivered
SHP000466,2017-09-22,Symdocet,Antipiretics,Poznan Site,Kris LLC,Poland,284,Ocean,2017-09-29,2017-09-27,4396.43,393.5,PENDING
SHP000467,2019-05-22,Afretosine,Mood Stabilizers, munich plant  ,Graham and Sons,Poland,24,Air Charter,2019-05-29,2019-05-29,2997.48,589.2,delivered
SHP000468,2019-02-16,Albudazole Erobloc,Antiseptics, Frankfurt Plant  , Bashirian-Kassulke  ,Germany,133,Air,2019-02-23,2019-02-21,339.48,303.6,Delivered
SHP000469,2019-04-15,Amlominphen Dexanovate,Analgesics,warsaw plant,Romaguera-Fay,Germany,65,Air Charter,2019-04-22,2019-04-29,827.48,36.4,SHIPPED
SHP000470,2019-03-06,Oxymotroban Fexoformin,Analgesics,krakow facility,Hansen Group Pharm,Germany,193,Ocean,2019-03-13,2019-03-12,1032.58,109.1,Shipped
SHP000471,2020-02-13, Exexone  ,Mood Stabilizers,munich plant,Hansen Group Pharm,Germany,146,Truck,2020-02-20,2020-02-23,485.2,570.4,Cancelled
SHP000472,2020-12-14, Pitodomide  ,Antimalarial,Munich Plant,Kozey-Emmerich,Germany,654,Air Charter,2020-12-21,2020-12-20,3775.66,533.2,DELIVERED
SHP000473,2018-02-05, Solasteride  ,Mood Stabilizers,Poznan Site,Prohaska-Kuhic,Poland,20,Truck,2018-02-12,2018-02-12,3976.44,432.6,Delivered
SHP000474,2018-09-12,Cortirodine Alimcline,Antipiretics, Poznan Site  ,Stehr-Champlin,Poland,169,Truck,2018-09-19,2018-09-18,4723.23,880.1,Delivered
SHP000475,2019-02-20,Exotropin Empizine,Mood Stabilizers,POZNAN SITE,Gerlach LLC,Germany,401,Air,2019-02-27,2019-02-26,1544.94,206.6,shipped
SHP000476,2017-11-06,Cordamectin Actolamin,Antipiretics,Warsaw Plant,Rohan and Sons,Germany,89,Ocean,2017-11-13,2017-11-21,4590.88,209.4,Delivered
SHP000477,2018-11-12, Lioletine Refliruvax  ,Analgesics,MUNICH PLANT,Daugherty-Rempel,Germany,101,,2018-11-19,2018-11-18,4175.43,828.6,Shipped
SHP000478,2020-01-27,Adriafinil Ehtymara,Antiseptics,Frankfurt Plant,Carter-Conn,Poland,63,Air Charter,2020-02-03,2020-02-03,2050.89,589.2,DELIVERED
SHP000479,2017-06-13, Thionide  ,Analgesics, Munich Plant  , Hansen Group Pharm  ,Germany,908,Ocean,2017-06-20,2017-06-20,4943.39,26.8,Delivered
SHP000480,2017-12-09,Aquamycin Lacoran,Analgesics,WARSAW PLANT,Prohaska-Kuhic,Poland,16,Truck,2017-12-16,2017-12-16,4398.08,248.9,Delivered
SHP000481,2020-01-16, Symbisine Prednimadin  ,Mood Stabilizers, FRANKFURT PLANT  ,Bashirian-Kassulke,Germany,131,Air,2020-01-23,2020-01-23,580.43,170.0,delivered
SHP000482,2020-01-26,Alpharolac,Antipiretics,frankfurt plant, Carter-Conn  ,Poland,107,Air Charter,2020-02-02,2020-02-08,4645.71,832.3,In Transit
SHP000483,2019-06-10,Aclonuma,Antimalarial, WARSAW PLANT  , Carter-Conn  ,Poland,69,Air,2019-06-17,2019-06-15,2047.1,423.6,Delivered
SHP000484,2019-03-15,Ampysin,Analgesics,Krakow Facility,Gleason,Germany,297,Air Charter,2019-03-22,2019-03-20,1913.22,266.6,in transit
SHP000485,2017-04-28, Claripenem  ,Antibiotics,Warsaw Plant,Prohaska-Kuhic,Poland,267,Air Charter,2017-05-05,2017-05-05,2779.07,356.2,Cancelled
SHP000486,2019-03-17, Pitodomide  ,Antimalarial,Munich Plant, Gottlieb-Cruickshank  ,Poland,99,Air,2019-03-24,2019-03-22,2816.67,380.1,DELIVERED
SHP000487,2020-05-24,Abilovir Aprotasol,Antipiretics,poznan site,Nader-Gaylord,Germany,144,Ocean,2020-05-31,2020-05-31,3741.18,857.8,IN TRANSIT
SHP000488,2019-10-06, Victomax  ,Analgesics,frankfurt plant,Gleason,Germany,361,Truck,2019-10-13,2019-10-12,2610.78,841.5,Delivered
SHP000489,2019-10-29,Spiroderall,Mood Stabilizers,MUNICH PLANT,Gerlach LLC,Germany,92,Ocean,2019-11-05,2019-11-03,523.59,793.1,Shipped
SHP000490,2019-09-03,Abatatriptan,Antibiotics,Munich Plant, Stehr-Champlin  ,Poland,14,Air Charter,2019-09-10,2019-09-09,1723.06,392.8,Delivered
SHP000491,2020-06-24,Antilamin Clinbital,Antibiotics,FRANKFURT PLANT, Lesch  ,Germany,152,Truck,2020-07-01,2020-06-29,1744.97,469.0,PENDING
SHP000492,2020-12-07,Dantolac Pazocor,Analgesics,Warsaw Plant,Koss,Germany,276,Air Charter,2020-12-14,2020-12-12,1268.95,104.2,Delivered
SHP000493,2020-11-27,Paronium Atracustone,Analgesics,Munich Plant, Rohan and Sons  ,Germany,46,Truck,2020-12-04,2020-12-03,4558.36,590.6,DELIVERED
SHP000494,2017-08-22, Enzastryl  ,Antiseptics,Krakow Facility,Hansen Group Pharm,Germany,458,Air,2017-08-29,2017-09-01,2293.51,36.4,Delivered
SHP000495,2018-12-19, Pitodomide  ,Antimalarial,Munich Plant,Rohan and Sons,Germany,9,Ocean,2018-12-26,2018-12-25,4586.23,521.3,delivered
SHP000496,2018-11-23,Adideine,Mood Stabilizers,Krakow Facility,Hansen Group Pharm,Germany,194,Truck,2018-11-30,2018-11-29,3462.4,837.4,DELIVERED
SHP000497,2019-01-19, Malavirine Alimdine  ,Mood Stabilizers,MUNICH PLANT, Daugherty-Rempel  ,Germany,138,Ocean,2019-01-26,2019-01-24,3690.18,805.8,Delivered
SHP000498,2019-12-26, Kinenadryl  ,Antipiretics, POZNAN SITE  ,Kozey-Emmerich,Germany,57,Truck,2020-01-02,2020-01-01,3088.11,538.9,delivered
SHP000499,2017-01-11, Thionide  ,Analgesics, Munich Plant  , Gottlieb-Cruickshank  ,Poland,13,Truck,2017-01-18,2017-01-16,1126.27,299.4,Delivered
SHP000500,2017-05-25,Abatatriptan,Antibiotics,Munich Plant,Bashirian-Kassulke,Germany,141,Truck,2017-06-01,2017-05-30,904.82,774.1,Delivered
SHP000501,2018-12-16,Atomorelin,Analgesics, Warsaw Plant  , Daugherty-Rempel  ,Germany,35,Air Charter,2018-12-23,2018-12-22,2050.96,621.1,in transit
SHP000502,2020-02-07,Pulmogen Alitora,Antiseptics, frankfurt plant  ,Lockman,Germany,101,Air,2020-02-14,2020-02-13,186.9,177.9,pending
SHP000503,2018-03-16, Abilovir Aprotasol  ,Antipiretics,POZNAN SITE,Schuppe Inc,Poland,341,Ocean,2018-03-23,2018-03-21,1162.75,665.8,delivered
SHP000504,2017-10-11,Aldevac,Analgesics,Warsaw Plant, Graham and Sons  ,Poland,134,Air,2017-10-18,2017-10-16,1818.61,317.4,Delivered
SHP000505,2018-10-18,Flutacerol,Analgesics,Frankfurt Plant, Crist Inc  ,Germany,397,Truck,2018-10-25,2018-10-23,3213.84,876.1,In Transit
SHP000506,2019-02-08, Afluferon Entrarenone  ,Antimalarial, Poznan Site  ,Gerlach LLC,Germany,344,Ocean,2019-02-15,2019-02-15,1854.44,90.2,DELIVERED
SHP000507,2020-11-25,Tiaracil,Antipiretics,Warsaw Plant, Koss  ,Germany,137,Truck,2020-12-02,2020-12-01,4564.07,116.8,In Transit
SHP000508,2020-11-02,Ketamara Evogel,Antipiretics,poznan site, Gerlach LLC  ,Germany,115,,2020-11-09,2020-11-08,3397.33,103.2,shipped
SHP000509,2020-08-21,Ciclonazol,Antiseptics,krakow facility, Crist Inc  ,Germany,24,Air,2020-08-28,2020-08-26,3226.3,135.3,In Transit
SHP000510,2019-11-30,Lacoplex Hyaluvance,Mood Stabilizers,MUNICH PLANT,Welch-Langworth,Germany,193,Ocean,2019-12-07,2019-12-07,1154.86,359.1,delivered
SHP000511,2019-04-15,Immurenol Temarate,Antipiretics,Frankfurt Plant,Carter-Conn,Poland,94,Air Charter,2019-04-22,2019-04-22,4772.97,889.8,DELIVERED
SHP000512,2019-03-23, Antaparin Varizyme  ,Mood Stabilizers,Munich Plant,Gottlieb-Cruickshank,Poland,489,,2019-03-30,2019-03-29,1748.33,297.4,Delivered
SHP000513,2020-01-24,Primapion,Antibiotics,POZNAN SITE,Lesch,Germany,117,Ocean,2020-01-31,2020-01-30,1920.14,792.1,shipped
SHP000514,2020-04-02,Amavirase,Antipiretics,Munich Plant,Gerlach LLC,Germany,275,Truck,2020-04-09,2020-04-08,2285.75,762.1,Shipped
SHP000515,2017-12-31, Menogine  ,Antiseptics,FRANKFURT PLANT,Lockman,Germany,251,Ocean,2018-01-07,2018-01-06,4691.1,353.1,DELIVERED
SHP000516,2019-10-12, Cyclovital  ,Antimalarial,Munich Plant,Gleason,Germany,172,Ocean,2019-10-19,2019-10-18,1139.52,242.1,Delivered
SHP000517,2020-10-07, Thionide  ,Analgesics,Munich Plant,Welch-Langworth,Germany,60,Ocean,2020-10-14,2020-10-13,N/A,862.1,Delivered
SHP000518,2018-04-19,Proderal,Antiseptics,Munich Plant,Hansen Group Pharm,Germany,147,Ocean,2018-04-26,2018-04-30,3985.16,164.3,delivered
SHP000519,2020-04-18,Hemavate Spirolinum,Mood Stabilizers,warsaw plant,Kris LLC,Poland,346,Truck,2020-04-25,2020-04-23,3067.83,506.2,Delivered
SHP000520,2019-10-05,Veratorol Ciclovatol,Mood Stabilizers, Poznan Site  ,Rohan,Poland,65,Truck,2019-10-12,2019-10-12,253.91,508.5,shipped
SHP000521,2017-01-27,Sevotrana Tiafoxin,Analgesics, krakow facility  , Welch-Langworth  ,Germany,202,Truck,2017-02-03,2017-02-02,1451.27,774.9,IN TRANSIT
SHP000522,2017-01-12,Nisorase,Antibiotics,munich plant,Kris LLC,Poland,18,Air Charter,2017-01-19,2017-01-19,854.48,568.4,Delivered
SHP000523,2017-09-29, Comzyme  ,Antibiotics,Warsaw Plant,Gleason,Germany,24,Truck,2017-10-06,2017-10-06,3031.51,82.1,delivered
SHP000524,2018-12-31,Sanctumine,Antimalarial, Warsaw Plant  ,Hansen Group Pharm,Germany,85,Air Charter,2019-01-07,2019-01-06,1046.62,668.1,Delivered
SHP000525,2018-04-07, Temasone Thiobucil  ,Antimalarial,FRANKFURT PLANT,Bashirian-Kassulke,Germany,70,Air Charter,2018-04-14,2018-04-20,2699.57,28.5,DELIVERED
SHP000526,2017-09-19,Pulmofine,Antibiotics,Warsaw Plant, Bashirian-Kassulke  ,Germany,46,Air,2017-09-26,2017-09-26,2569.96,867.1,Delivered
SHP000527,2018-01-02,Ganineva Agenium,Antiseptics,Frankfurt Plant,Lesch,Germany,137,Truck,2018-01-09,2018-01-12,490.19,516.0,DELIVERED
SHP000528,2017-10-04,Aclonuma,Antimalarial,warsaw plant,Romaguera-Fay,Germany,711,Air,2017-10-11,2017-10-11,1327.01,647.4,In Transit
SHP000529,2020-05-01,Cogxone Levanide,Antimalarial,Poznan Site, Hansen Group Pharm  ,Germany,102,Ocean,2020-05-08,2020-05-08,533.82,319.2,Delivered
SHP000530,2017-08-14,Dantolac Pazocor,Analgesics, WARSAW PLANT  ,Graham and Sons,Poland,32,Truck,2017-08-21,2017-08-19,2637.06,562.0,DELIVERED
SHP000531,2018-03-06,Agalsiline,Mood Stabilizers,Warsaw Plant,Gleason,Germany,118,Air Charter,2018-03-13,2018-03-12,3848.58,261.0,shipped
SHP000532,2020-07-16,Lovepion,Antiseptics,KRAKOW FACILITY,Erdman,Germany,65,Air,2020-07-23,2020-07-23,3609.66,530.3,Delivered
SHP000533,2018-06-13,Brimorix Amonine,Antibiotics, Munich Plant  , Cassin  ,Poland,16,Air Charter,2018-06-20,2018-06-28,4910.01,554.8,Shipped
SHP000534,2018-03-13, Ranediol  ,Antibiotics,Warsaw Plant,Rohan and Sons,Germany,53,Air,2018-03-20,2018-03-19,1743.92,407.3,IN TRANSIT
SHP000535,2018-09-08, Abobozolid  ,Antimalarial,Poznan Site,Beier,Poland,33,Ocean,2018-09-15,2018-09-22,1835.8,94.2,SHIPPED
SHP000536,2019-08-12,Ribabyclor,Antiseptics,Warsaw Plant,Carter-Conn,Poland,194,Truck,2019-08-19,2019-08-18,3031.96,229.1,Delivered
SHP000537,2019-09-21,Dantocept Ferurenone,Antiseptics, warsaw plant  , Romaguera-Fay  ,Germany,110,Truck,2019-09-28,2019-09-27,1853.15,870.0,in transit
SHP000538,2020-05-10, Paronium Atracustone  ,Analgesics,MUNICH PLANT,Crist Inc,Germany,55,Air,2020-05-17,2020-05-15,341.94,782.3,Delivered
SHP000539,2019-04-14,Benzoprox,Antiseptics,Krakow Facility,Hansen Group Pharm,Germany,59,Air,2019-04-21,2019-04-20,2161.07,614.7,DELIVERED
SHP000540,2017-06-05,Interfedox Pilobamol,Antiseptics,Frankfurt Plant,Cassin,Poland,234,Air Charter,2017-06-12,2017-06-10,2489.88,894.6,Delivered
SHP000541,2020-09-05, Aggrakine  ,Antiseptics, POZNAN SITE  ,Kozey-Emmerich,Germany,253,Ocean,2020-09-12,2020-09-11,1104.26,447.6,DELIVERED
SHP000542,2017-12-21,Ketamara Evogel,Antipiretics,POZNAN SITE, Graham and Sons  ,Poland,226,Air,2017-12-28,2017-12-31,4878.9,302.8,DELIVERED
SHP000543,2019-09-29,Penitrana,Analgesics,FRANKFURT PLANT,Gottlieb-Cruickshank,Poland,9,Air,2019-10-06,2019-10-04,212.4,192.5,delivered
SHP000544,2019-01-17,Acubulin,Antipiretics, Poznan Site  ,Welch-Langworth,Germany,44,Ocean,2019-01-24,2019-01-23,2728.66,672.1,DELIVERED
SHP000545,2017-05-06, Invisteride Diclomycin  ,Mood Stabilizers,frankfurt plant,Lockman,Germany,46,Ocean,2017-05-13,2017-05-12,4635.99,538.3,DELIVERED
SHP000546,2018-01-19, Cricane Acamsumab  ,Antiseptics,Warsaw Plant,Lindgren-Simonis Pharm,Poland,148,Air,2018-01-26,2018-01-26,2948.92,259.1,Shipped
SHP000547,2018-10-07,Clinolan Pitoletra,Mood Stabilizers,Munich Plant,Smith Inc,Poland,34,Ocean,2018-10-14,2018-10-13,2997.91,586.2,Cancelled
SHP000548,2017-08-05,Diprotaine,Antiseptics,FRANKFURT PLANT,Schaefer LLC,Germany,156,Air Charter,2017-08-12,2017-08-11,2467.61,606.5,DELIVERED
SHP000549,2020-08-05,Abatatriptan,Antibiotics,MUNICH PLANT,Gerlach LLC,Germany,317,Air Charter,2020-08-12,2020-08-10,3413.02,55.1,Delivered
SHP000550,2017-12-14, Abilovir Aprotasol  ,Antipiretics,Poznan Site,Rohan,Poland,85,Air Charter,2017-12-21,2017-12-20,1918.47,381.3,Shipped
SHP000551,2019-07-19,Ribabyclor,Antiseptics,WARSAW PLANT,Hansen Group Pharm,Germany,549,Air Charter,2019-07-26,2019-07-25,N/A,807.4,Pending
SHP000552,2019-07-18,Diazemid Felcept,Analgesics, Warsaw Plant  , Romaguera-Fay  ,Germany,37,Truck,2019-07-25,2019-07-24,213.03,737.8,delivered
SHP000553,2020-02-25,Ultrimax Ultriset,Antiseptics,KRAKOW FACILITY,Lockman,Germany,117,Ocean,2020-03-03,2020-03-03,131.0,352.6,Delivered
SHP000554,2018-12-19,Victomax,Analgesics,FRANKFURT PLANT,Lockman,Germany,598,Ocean,2018-12-26,2018-12-25,748.23,331.2,delivered
SHP000555,2020-11-20,Pulmogen Alitora,Antiseptics,Frankfurt Plant, Gerlach LLC  ,Germany,200,Air Charter,2020-11-27,2020-11-25,1759.6,,cancelled
SHP000556,2017-05-22,Alglutriptan,Analgesics, POZNAN SITE  , Carter-Conn  ,Poland,10,Truck,2017-05-29,2017-06-03,2922.82,782.0,Shipped
SHP000557,2018-07-21,Aclonuma,Antimalarial,warsaw plant, Gleason  ,Germany,62,Ocean,2018-07-28,2018-07-27,4209.57,215.9,delivered
SHP000558,2018-09-28, Afluferon Entrarenone  ,Antimalarial,POZNAN SITE, Erdman  ,Germany,19,Truck,2018-10-05,2018-10-04,2213.06,209.2,delivered
SHP000559,2019-07-17,Requimadin,Antimalarial,KRAKOW FACILITY,Erdman,Germany,212,Air,2019-07-24,2019-07-23,3757.22,113.7,Pending
SHP000560,2017-02-03,Invisteride Diclomycin,Mood Stabilizers,Frankfurt Plant,Cassin,Poland,120,Air Charter,2017-02-10,2017-02-10,1659.75,563.6,delivered
SHP000561,2020-09-19,Antaparin Varizyme,Mood Stabilizers,MUNICH PLANT,Welch-Langworth,Germany,46,Air,2020-09-26,2020-09-28,1398.94,328.6,Delivered
SHP000562,2020-05-09,Lovavatol Azelavarix,Mood Stabilizers,Frankfurt Plant,Nader-Gaylord,Germany,42,Truck,2020-05-16,2020-05-16,816.19,95.6,Delivered
SHP000563,2019-01-07, Angioparin Brimosumab  ,Mood Stabilizers,Munich Plant,Rohan,Poland,229,Air Charter,2019-01-14,2019-01-12,3948.24,767.9,Delivered
SHP000564,2019-04-06,Algluconium Dorzofoxin,Antibiotics, MUNICH PLANT  ,Kris LLC,Poland,188,Air Charter,2019-04-13,2019-04-18,4379.58,621.1,DELIVERED
SHP000565,2018-06-26,Aclonuma,Antimalarial,Warsaw Plant,Hansen Group Pharm,Germany,132,Truck,2018-07-03,2018-07-03,983.95,117.0,Cancelled
SHP000566,2020-01-27,Solasteride,Mood Stabilizers,Poznan Site,Beier,Poland,75,Air,2020-02-03,2020-02-11,4738.07,639.2,Delivered
SHP000567,2019-07-17,Fentatrol Rapatelase,Antibiotics, Frankfurt Plant  , Erdman  ,Germany,86,Truck,2019-07-24,2019-07-23,1158.84,475.4,DELIVERED
SHP000568,2017-01-14,Victomax,Analgesics,FRANKFURT PLANT,Carter-Conn,Poland,18,Ocean,2017-01-21,2017-01-20,2734.74,112.7,Delivered
SHP000569,2020-11-10,Oxymotroban Fexoformin,Analgesics,Krakow Facility,Rohan and Sons,Germany,132,Ocean,2020-11-17,2020-11-17,3393.12,375.0,DELIVERED
SHP000570,2018-06-14,Lovepion,Antiseptics, KRAKOW FACILITY  , Bashirian-Kassulke  ,Germany,355,Ocean,2018-06-21,2018-06-20,1283.02,565.2,delivered
SHP000571,2020-06-10,Betanem,Analgesics,poznan site, Carter-Conn  ,Poland,172,Truck,2020-06-17,2020-06-17,2501.17,749.8,SHIPPED
SHP000572,2019-12-25,Interfedox Pilobamol,Antiseptics,FRANKFURT PLANT,Gerlach LLC,Germany,98,Air,2020-01-01,2019-12-30,326.04,889.8,Delivered
SHP000573,2019-05-28,Symbitrim,Analgesics,Munich Plant,Welch-Langworth,Germany,378,Truck,2019-06-04,2019-06-03,3922.87,730.9,Delivered
SHP000574,2018-08-12, Angioparin Brimosumab  ,Mood Stabilizers,MUNICH PLANT,Gleason,Germany,335,Ocean,2018-08-19,2018-08-22,1584.11,,in transit
SHP000575,2019-10-01,Alglutriptan,Analgesics,poznan site,Gleason,Germany,19,Truck,2019-10-08,2019-10-12,3183.94,145.3,Delivered
SHP000576,2018-08-27,Lovapur,Mood Stabilizers,krakow facility,Prohaska-Kuhic,Poland,290,Truck,2018-09-03,2018-09-01,2435.69,427.7,Delivered
SHP000577,2019-03-16,Choriogestrel,Antiseptics,Frankfurt Plant,Rohan,Poland,158,Ocean,2019-03-23,2019-03-22,1535.93,251.1,Delivered
