Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team
Gottlieb-Cruickshank  ,"Hills, Stroman and Ernser Pharm",Pu??tusk,Poland,52.7025,21.0828,Hospital,Private,Dexmeprazole Transnuvia,Mood Stabilizers,10,180,1800,January,2018,Morris Garcia,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Crist Inc ,Stary S??cz,Poland,49.5625,20.6364,Hospital,Private,Thionide,Analgesics,10,113,1130,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Heller-Abernathy ,Brzeg Dolny,Poland,51.273,16.7081,Hospital,Private,Decidenu Galantrigine,Antipiretics,6,590,3540,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,D'Amore and Sons ,W??growiec,Poland,52.8,17.2,Hospital,Private,Zynosine,Antimalarial,6,74,444,January,2018,Erica Jones,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Feest-Kshlerin Pharmaceutical Ltd,??widnik,Poland,51.2333,22.7,Pharmacy,Institution,Alarudin Azarolac,Mood Stabilizers,6,567,3402,January,2018,Mary Gerrard,Britanny Bold,Delta
Gottlieb-Cruickshank  ,"Romaguera, Moen and Hagenes Pharmaceutical Limited",Sopot,Poland,54.4419,18.5478,Hospital,Private,Acycpex,Mood Stabilizers,3,510,1530,January,2018,Morris Garcia,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,"Herman, Rice and Rippin ",Zi??bice,Poland,50.6,17.0444,Hospital,Government,Pulmofine,Antibiotics,8,688,5504,January,2018,Alan Ray,James Goodwill,Alfa
Gottlieb-Cruickshank  ,West Group Pharmacy,Kluczbork,Poland,50.9833,18.2167,Hospital,Government,Temasone Thiobucil,Antimalarial,6,482,2892,January,2018,Sheila Stones,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Bashirian-Kassulke Pharma Plc,Krak??w,Poland,50.0614,19.9372,Hospital,Private,Saprodeine Zanprosyn,Antibiotics,3,215,645,January,2018,Jessica Smith,Britanny Bold,Delta
Gottlieb-Cruickshank  ,"Kertzmann, Quitzon and Harris Pharma Plc",Reszel,Poland,54.0504,21.1458,Hospital,Government,Primatate Univatol,Mood Stabilizers,10,172,1720,January,2018,Sheila Stones,Britanny Bold,Delta
Gottlieb-Cruickshank  ,"Steuber, Skiles and Kilback Pharma Plc",Sosnowiec,Poland,50.3,19.1667,Pharmacy,Retail,Acubulin,Antipiretics,3,490,1470,January,2018,Alan Ray,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Lemke Ltd Pharm,Tarn??w,Poland,50.0125,20.9883,Hospital,Private,Epzipitant,Analgesics,3,778,2334,January,2018,Jessica Smith,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Walter Ltd ,K??trzyn,Poland,54.0833,21.3833,Pharmacy,Institution,Dorzovorin Pentadarone,Antimalarial,3,164,492,January,2018,Jessica Smith,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Nader-Borer Pharma Plc,Bielawa,Poland,50.6908,16.623,Pharmacy,Retail,Imiformin Transmunex,Antibiotics,6,400,2400,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,"Hahn, Rutherford and Gislason Pharmaceutical Limited",??aziska G??rne,Poland,50.15,18.8333,Hospital,Private,Flutacerol,Analgesics,2,745,1490,January,2018,Abigail Thompson,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,"Paucek, Keeling and Bruen Pharm",????czna,Poland,51.3,22.8833,Pharmacy,Institution,Comzyme,Antibiotics,10,114,1140,January,2018,Jessica Smith,Britanny Bold,Delta
Gottlieb-Cruickshank  ,"Denesik, Walter and Beatty Pharma Plc",Ostr??w Mazowiecka,Poland,52.8,21.9,Pharmacy,Institution,Lovapur,Mood Stabilizers,3,551,1653,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,"Heathcote, Grant and Witting Pharm",Bielsko-Bia??a,Poland,49.8225,19.0444,Pharmacy,Institution,Theopril,Antipiretics,6,768,4608,January,2018,Steve Pepple,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,"Lebsack, Yost and Heller Pharmaceutical Limited",Wieliczka,Poland,49.9894,20.0661,Pharmacy,Institution,Cortirodine Alimcline,Antipiretics,5,128,640,January,2018,Jessica Smith,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Zemlak Group Pharmaceutical Limited,Koszalin,Poland,54.1903,16.1817,Hospital,Private,Adriacaine,Mood Stabilizers,3,361,1083,January,2018,Abigail Thompson,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Cassin PLC Pharmacy,Miastko,Poland,54,16.9833,Hospital,Private,Syntheruvax Proracin,Antimalarial,5,86,430,January,2018,Anne Wu,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Medhurst-Beer Pharmaceutical Limited,Rybnik,Poland,50.0833,18.5,Pharmacy,Institution,Temasone Thiobucil,Antimalarial,4,482,1928,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Bosco-Marquardt Pharm,L??bork,Poland,54.55,17.75,Hospital,Private,Panpion,Antiseptics,2,692,1384,January,2018,Alan Ray,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Hansen Group Pharm,Gryf??w ??l??ski,Poland,51.0308,15.4202,Hospital,Private,Victomax,Analgesics,10,623,6230,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Mraz Group Pharmacy,Piast??w,Poland,52.1833,20.85,Hospital,Private,Apronazol,Antibiotics,40,472,18880,January,2018,Mary Gerrard,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Lesch PLC Pharmacy,Wroc??aw,Poland,51.1077,17.0353,Hospital,Private,Aggretisol,Antimalarial,10,262,2620,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Crona PLC Pharma Plc,Bia??ogard,Poland,54.007,15.9875,Hospital,Private,Diprotaine,Antiseptics,10,318,3180,January,2018,Abigail Thompson,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Stehr-Champlin Pharmaceutical Limited,Nowe Miasto Lubawskie,Poland,53.4167,19.5833,Hospital,Government,Abilovir Aprotasol,Antipiretics,5,269,1345,January,2018,Abigail Thompson,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,"Balistreri, Torp and Gulgowski Pharmacy",Che??m??a,Poland,53.2,18.6,Hospital,Private,Lovavatol Azelavarix,Mood Stabilizers,5,106,530,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,"Johnson, Friesen and Torphy Pharma Plc",Gryfino,Poland,53.2524,14.4883,Hospital,Government,Solasteride,Mood Stabilizers,5,520,2600,January,2018,Anne Wu,Britanny Bold,Delta
Gottlieb-Cruickshank  ,"Rosenbaum, Klein and Herzog ",Zb??szy??,Poland,52.2531,15.9178,Hospital,Private,Diaxolol,Antiseptics,5,765,3825,January,2018,Erica Jones,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Rogahn-Klein Pharmacy,Koronowo,Poland,53.3137,17.937,Hospital,Private,Arivac,Antimalarial,10,567,5670,January,2018,Morris Garcia,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Bayer LLC Pharmaceutical Ltd,Byt??w,Poland,54.1667,17.5,Hospital,Private,Ciclonazol,Antiseptics,50,121,6050,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Feest-Kshlerin Pharmaceutical Ltd,??widnik,Poland,51.2333,22.7,Pharmacy,Institution,Imiformin Transmunex,Antibiotics,5,400,2000,January,2018,Steve Pepple,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Runte-Marquardt Pharmaceutical Ltd,Olecko,Poland,54.0333,22.5,Hospital,Private,Albudazole Erobloc,Antiseptics,6,563,3378,January,2018,Mary Gerrard,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Bashirian-Kassulke Pharma Plc,Krak??w,Poland,50.0614,19.9372,Hospital,Private,Imiformin Transmunex,Antibiotics,5,400,2000,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Mills Inc Pharma Plc,Bydgoszcz,Poland,53.1167,18,Hospital,Private,Lactubucil,Antipiretics,3,585,1755,January,2018,Mary Gerrard,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Raynor-Graham Pharmaceutical Limited,Gorz??w Wielkopolski,Poland,52.7333,15.25,Pharmacy,Institution,Atomorelin,Analgesics,2,555,1110,January,2018,Abigail Thompson,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,"Gerhold, Mills and Effertz Pharm",G??ubczyce,Poland,50.2009,17.8286,Pharmacy,Institution,Malavirine Alimdine,Mood Stabilizers,35,767,26845,January,2018,Abigail Thompson,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Schaden-Hirthe Pharmaceutical Ltd,??widnica,Poland,50.8438,16.4886,Pharmacy,Institution,Rositroban,Mood Stabilizers,10,481,4810,January,2018,Sheila Stones,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Kozey-Schroeder ,Jawor,Poland,51.05,16.1833,Hospital,Private,Zonixamine Immulinum,Analgesics,1,298,298,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Botsford PLC Pharmacy,Pabianice,Poland,51.6642,19.35,Pharmacy,Institution,Alemtuvatol Megalinum,Analgesics,1,682,682,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,"Casper, Hyatt and Jakubowski Pharmaceutical Limited",Otwock,Poland,52.1167,21.2667,Hospital,Government,Betanem,Analgesics,10,611,6110,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Streich PLC Pharmaceutical Limited,Przemy??l,Poland,49.785,22.7673,Pharmacy,Institution,Methiclotide,Antibiotics,10,458,4580,January,2018,Jessica Smith,Britanny Bold,Delta
Gottlieb-Cruickshank  ,"Rosenbaum, Klein and Herzog ",Zb??szy??,Poland,52.2531,15.9178,Hospital,Private,Sucprine Specbalamin,Antiseptics,8,182,1456,January,2018,Mary Gerrard,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Kutch-Marks Pharm,Che??m,Poland,51.1333,23.4833,Hospital,Private,Liomulin,Mood Stabilizers,10,490,4900,January,2018,Alan Ray,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Runte-Marquardt Pharmaceutical Ltd,Olecko,Poland,54.0333,22.5,Hospital,Private,Symdocet,Antipiretics,6,470,2820,January,2018,Abigail Thompson,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,"McClure, Zemlak and Dibbert Pharmaceutical Limited",K??rnik,Poland,52.2367,17.0986,Hospital,Private,Megenorphine,Antimalarial,6,402,2412,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Spencer-Jerde Pharmacy,Przeworsk,Poland,50.0591,22.4941,Pharmacy,Institution,Cyclovital,Antimalarial,10,677,6770,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Romaguera-Fay Pharmaceutical Limited,Trzemeszno,Poland,52.5614,17.8231,Pharmacy,Retail,Insozyme,Antiseptics,50,655,32750,January,2018,Erica Jones,James Goodwill,Alfa
Gottlieb-Cruickshank  ,"Ondricka, Rosenbaum and Beahan ",Starogard Gda??ski,Poland,53.9667,18.5333,Hospital,Government,Ranediol,Antibiotics,15,401,6015,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Graham and Sons Pharmacy,Warka,Poland,51.7833,21.2,Hospital,Private,Zynosine,Antimalarial,40,74,2960,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,"Leuschke, Waters and Schowalter Pharmaceutical Ltd",Krapkowice,Poland,50.4751,17.9654,Pharmacy,Institution,Clindaracil,Analgesics,5,173,865,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,"Spinka, Schowalter and Conn Pharmaceutical Limited",Bi??goraj,Poland,50.55,22.7333,Pharmacy,Institution,Relenvice,Antimalarial,20,459,9180,January,2018,Jessica Smith,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Jast-Cruickshank Pharma Plc,Bia??ystok,Poland,53.1167,23.1667,Pharmacy,Retail,Claricriptine Adaferol,Antibiotics,10,33,330,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Parisian Ltd Pharm,Jelenia G??ra,Poland,50.9,15.7333,Pharmacy,Institution,Cogxone Levanide,Antimalarial,20,686,13720,January,2018,Steve Pepple,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Hayes-Kilback Pharmaceutical Ltd,??ary,Poland,51.6333,15.1333,Pharmacy,Retail,Halcifergen Nevazone,Antimalarial,2,710,1420,January,2018,Mary Gerrard,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Will and Sons Pharmaceutical Limited,Pozna??,Poland,52.4,16.9167,Hospital,Government,Aggretisol,Antimalarial,1,262,262,January,2018,Erica Jones,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Monahan Ltd ,O??wi??cim,Poland,50.0333,19.2333,Hospital,Government,Afluferon Entrarenone,Antimalarial,1,104,104,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Hermiston and Sons Pharma Plc,Bochnia,Poland,49.9833,20.4333,Pharmacy,Institution,Propratecan,Antimalarial,10,682,6820,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Kreiger Inc Pharma Plc,Mielec,Poland,50.2833,21.4333,Hospital,Private,Diprolimus,Antiseptics,4,634,2536,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Purdy Ltd Pharmaceutical Limited,G??ucho??azy,Poland,50.3131,17.3742,Hospital,Government,Alarudin Azarolac,Mood Stabilizers,3,567,1701,January,2018,Erica Jones,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Emard-O'Connell Pharmacy,Zakopane,Poland,49.2994,19.9519,Pharmacy,Retail,Insozyme,Antiseptics,2,655,1310,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Gibson-Hill Pharma Plc,Chrzan??w,Poland,50.1333,19.4,Hospital,Private,Zarostral,Antipiretics,15,141,2115,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,West Group Pharmacy,Kluczbork,Poland,50.9833,18.2167,Hospital,Government,Aldevac,Analgesics,3,26,78,January,2018,Alan Ray,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Cassin PLC Pharmacy,Miastko,Poland,54,16.9833,Hospital,Private,Testant,Mood Stabilizers,5,488,2440,January,2018,Morris Garcia,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Wolff Group Pharm,Gubin,Poland,51.95,14.7333,Hospital,Government,Abtasol,Antiseptics,2,754,1508,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Block-Romaguera Pharmaceutical Limited,Tarnowskie G??ry,Poland,50.45,18.8667,Hospital,Private,Alemtuvatol Megalinum,Analgesics,3,682,2046,January,2018,Morris Garcia,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Senger-Kirlin Pharmacy,Koby??ka,Poland,52.3395,21.1959,Hospital,Government,Travosoline Capolac,Antipiretics,5,610,3050,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Crona Group Pharma Plc,Kwidzyn,Poland,53.7358,18.9308,Pharmacy,Institution,Megenorphine,Antimalarial,50,402,20100,January,2018,Sheila Stones,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Leffler-Russel Pharm,Konstancin-Jeziorna,Poland,52.0938,21.1176,Hospital,Private,Ultrimax Ultriset,Antiseptics,2,269,538,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Crist Inc ,Stary S??cz,Poland,49.5625,20.6364,Hospital,Private,Alemtuvatol Megalinum,Analgesics,5,682,3410,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Mante-Grady Pharm,Lubacz??w,Poland,50.1556,23.123,Pharmacy,Institution,Afretosine,Mood Stabilizers,15,404,6060,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,"Casper, Hyatt and Jakubowski Pharmaceutical Limited",Otwock,Poland,52.1167,21.2667,Hospital,Government,Abtasol,Antiseptics,20,754,15080,January,2018,Anne Wu,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Streich PLC Pharmaceutical Limited,Przemy??l,Poland,49.785,22.7673,Pharmacy,Institution,Cortirodine Alimcline,Antipiretics,4,128,512,January,2018,Alan Ray,James Goodwill,Alfa
Gottlieb-Cruickshank  ,"Funk, Ratke and Heaney Pharmacy",Prabuty,Poland,53.7558,19.1975,Hospital,Government,Lovepion,Antiseptics,4,544,2176,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jaros??aw,Poland,50.0162,22.6778,Hospital,Government,Rebedase Aplencor,Mood Stabilizers,5,180,900,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Powlowski-Buckridge Pharma Plc,Ustka,Poland,54.5805,16.8619,Hospital,Private,Lioletine Refliruvax,Analgesics,5,435,2175,January,2018,Alan Ray,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Kozey-Schroeder ,Jawor,Poland,51.05,16.1833,Hospital,Private,Ketastadil,Analgesics,4,763,3052,January,2018,Abigail Thompson,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Jakubowski Inc Pharmaceutical Limited,Boles??awiec,Poland,51.2667,15.5667,Pharmacy,Retail,Presetron,Mood Stabilizers,5,216,1080,January,2018,Steve Pepple,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Mann-Waelchi Pharm,Piotrk??w Trybunalski,Poland,51.4,19.6833,Hospital,Private,Ibruferon,Antiseptics,3,82,246,January,2018,Morris Garcia,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Cassin PLC Pharmacy,Miastko,Poland,54,16.9833,Hospital,Private,Victomine,Antimalarial,5,705,3525,January,2018,Anne Wu,Britanny Bold,Delta
Gottlieb-Cruickshank  ,"Sanford, Franecki and Greenholt ",Nowa S??l,Poland,51.8,15.7167,Pharmacy,Institution,Adalatamine,Antiseptics,4,794,3176,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Hayes-Kilback Pharmaceutical Ltd,??ary,Poland,51.6333,15.1333,Pharmacy,Retail,Magnemunex,Antiseptics,6,689,4134,January,2018,Mary Gerrard,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Lindgren-Simonis Pharm,Biskupiec,Poland,53.8647,20.9569,Pharmacy,Retail,Thionide,Analgesics,5,113,565,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Gerlach LLC ,Krzeszowice,Poland,50.1333,19.6333,Hospital,Government,Formolovir Amanferon,Analgesics,1,191,191,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Okuneva-Corkery ,Kostrzyn nad Odr??,Poland,52.5883,14.6667,Hospital,Government,Hydroxyprosyn,Antibiotics,1,220,220,January,2018,Mary Gerrard,Britanny Bold,Delta
Gottlieb-Cruickshank  ,"Buckridge, Hand and Hyatt Pharma Plc",Zgorzelec,Poland,51.1528,15,Pharmacy,Institution,Interzide,Antimalarial,6,420,2520,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Purdy Ltd Pharmaceutical Limited,G??ucho??azy,Poland,50.3131,17.3742,Hospital,Government,Quiniprosyn,Antiseptics,2,445,890,January,2018,Anne Wu,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Streich PLC Pharmaceutical Limited,Przemy??l,Poland,49.785,22.7673,Pharmacy,Institution,Primapion,Antibiotics,50,492,24600,January,2018,Morris Garcia,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Miller-Satterfield Pharma Plc,Nidzica,Poland,53.3583,20.425,Hospital,Private,Stelazolid,Antimalarial,10,73,730,January,2018,Abigail Thompson,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Kuhic LLC Pharma Plc,Oborniki,Poland,52.65,16.8167,Pharmacy,Retail,Ketamara Evogel,Antipiretics,10,704,7040,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,"Kilback, Beer and Batz Pharma Plc",Kutno,Poland,52.2333,19.3667,Pharmacy,Retail,Thionide,Analgesics,5,113,565,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,West Group Pharmacy,Kluczbork,Poland,50.9833,18.2167,Hospital,Government,Morphizolid Tianalin,Mood Stabilizers,4,742,2968,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,"Nitzsche, Effertz and Maggio Pharmacy",Malbork,Poland,54.0285,19.0444,Hospital,Private,Benzoprox,Antiseptics,6,284,1704,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,"Brakus, Rempel and Harber Pharma Plc",Nowy Targ,Poland,49.4833,20.0333,Pharmacy,Institution,Trazozaprine,Mood Stabilizers,4,708,2832,January,2018,Mary Gerrard,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Jast-Cruickshank Pharma Plc,Bia??ystok,Poland,53.1167,23.1667,Pharmacy,Retail,Lansostral Acgestin,Antiseptics,6,627,3762,January,2018,Erica Jones,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Rohan Inc ,Chojn??w,Poland,51.2667,15.9333,Pharmacy,Institution,Decidenu Galantrigine,Antipiretics,2,590,1180,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,"Leuschke, Waters and Schowalter Pharmaceutical Ltd",Krapkowice,Poland,50.4751,17.9654,Pharmacy,Institution,Diprotaine,Antiseptics,15,318,4770,January,2018,Jessica Smith,Britanny Bold,Delta
Gottlieb-Cruickshank  ,"Wiegand, Jast and Yost Pharma Plc",P??ock,Poland,52.55,19.7,Hospital,Private,Aggretisol,Antimalarial,3,262,786,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Schmitt LLC Pharm,Nysa,Poland,50.4738,17.3344,Pharmacy,Retail,Amcibax Amcikeran,Analgesics,3,319,957,January,2018,Alan Ray,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Nader-Borer Pharma Plc,Bielawa,Poland,50.6908,16.623,Pharmacy,Retail,Ganineva Agenium,Antiseptics,10,390,3900,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Haley PLC Pharmaceutical Limited,Opole,Poland,50.6722,17.9253,Pharmacy,Retail,Tetratanyl,Antimalarial,3,511,1533,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Koss Ltd Pharmaceutical Limited,Lw??wek ??l??ski,Poland,51.1167,15.5833,Hospital,Private,Diprolimus,Antiseptics,5,634,3170,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Veum-Kerluke Pharmacy,Cz??uch??w,Poland,53.65,17.3667,Pharmacy,Retail,Lactubucil,Antipiretics,8,585,4680,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,"McClure, Zemlak and Dibbert Pharma Plc",Gda??sk,Poland,54.3667,18.6333,Pharmacy,Retail,Hemavate Spirolinum,Mood Stabilizers,3,210,630,January,2018,Steve Pepple,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Wolff Group Pharm,Gubin,Poland,51.95,14.7333,Hospital,Government,Diprotaine,Antiseptics,6,318,1908,January,2018,Erica Jones,James Goodwill,Alfa
Gottlieb-Cruickshank  ,"Zieme, Doyle and Kunze ",Lublin,Poland,51.2333,22.5667,Hospital,Private,Exexone,Mood Stabilizers,5,239,1195,January,2018,Morris Garcia,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Cassin PLC Pharmacy,Miastko,Poland,54,16.9833,Hospital,Private,Interzide,Antimalarial,5,420,2100,January,2018,Anne Wu,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Runte-Marquardt Pharmaceutical Ltd,Olecko,Poland,54.0333,22.5,Hospital,Private,Lovephilus,Analgesics,100,582,58200,January,2018,Alan Ray,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Lesch PLC Pharmacy,Wroc??aw,Poland,51.1077,17.0353,Hospital,Private,Halcifergen Nevazone,Antimalarial,50,710,35500,January,2018,Alan Ray,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Bosco-Marquardt Pharm,L??bork,Poland,54.55,17.75,Hospital,Private,Lacoplex Hyaluvance,Mood Stabilizers,2,334,668,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Denesik-Hintz Pharm,Mi??dzyrzec Podlaski,Poland,51.9833,22.8,Pharmacy,Retail,Relenvice,Antimalarial,5,459,2295,January,2018,Mary Gerrard,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Abernathy Group Pharmaceutical Limited,Brzesko,Poland,49.9667,20.6167,Hospital,Government,Adriacaine,Mood Stabilizers,2,361,722,January,2018,Thompson Crawford,James Goodwill,Alfa
Gottlieb-Cruickshank  ,"Upton, Abernathy and Goodwin Pharmaceutical Ltd",Jaros??aw,Poland,50.0162,22.6778,Hospital,Government,Darlofen,Antipiretics,5,577,2885,January,2018,Daniel Gates,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Schaefer Group Pharmaceutical Limited,Ustro??,Poland,49.7167,18.8167,Hospital,Government,Kinenadryl,Antipiretics,4,782,3128,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Zemlak-Witting Pharmacy,Mi??dzyrzecz,Poland,52.4446,15.578,Pharmacy,Institution,Pulmogen Alitora,Antiseptics,3,647,1941,January,2018,Stella Given,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Leuschke PLC Pharmacy,Ciechan??w,Poland,52.8817,20.6106,Pharmacy,Retail,Oxymotroban Fexoformin,Analgesics,5,458,2290,January,2018,Erica Jones,James Goodwill,Alfa
Gottlieb-Cruickshank  ,Vandervort LLC Pharma Plc,??a??cut,Poland,50.0687,22.2291,Pharmacy,Institution,Rebedase Aplencor,Mood Stabilizers,20,180,3600,January,2018,Morris Garcia,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,"Effertz, Heaney and Tillman Pharmaceutical Ltd",Jaworzno,Poland,50.2,19.275,Hospital,Government,Spiroderall,Mood Stabilizers,6,653,3918,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gottlieb-Cruickshank  ,Sauer and Sons Pharmaceutical Limited,Brzoz??w,Poland,49.6953,22.0194,Pharmacy,Retail,Acelimus,Analgesics,10,746,7460,January,2018,Anne Wu,Britanny Bold,Delta
Gottlieb-Cruickshank  ,Kreiger Inc Pharma Plc,Mielec,Poland,50.2833,21.4333,Hospital,Private,Syntheruvax Proracin,Antimalarial,4,86,344,January,2018,Abigail Thompson,Tracy Banks,Bravo
Gottlieb-Cruickshank  ,Lockman-Welch Pharm,Bytom,Poland,50.347,18.923,Hospital,Government,Alpradipine,Analgesics,50,445,22250,January,2018,Jimmy Grey,Alisha Cordwell,Charlie
